Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
17 4 -6.26033 0.0 -21.3469 7.5137 -39.9768 268.591 -2156.0 267.632 -2186.98 0.0 267.632 -2186.98 89.4429 -21.3469 -1851.2521 50.9463 50.9463
17 5 -6.26033 0.0 -21.3469 7.5137 -39.9768 268.591 -2156.0 267.632 -2186.98 0.0 267.632 -2186.98 89.4429 -21.3469 -1851.2521 50.9463 50.9463
17 6 -6.2539444 0.0 -21.3834 7.51157 -39.9797 268.591 -2156.0 267.635 -2186.83 0.0 267.635 -2186.83 89.3605 -21.3834 -1851.218 50.955 50.955
17 7 -6.2539444 0.0 -21.3834 7.51157 -39.9797 268.591 -2156.0 267.635 -2186.83 0.0 267.635 -2186.83 89.3605 -21.3834 -1851.218 50.955 50.955
18 0 -6.985869 0.0 -47.6642 7.54547 -40.2463 268.591 -2156.0 269.511 -2161.28 0.0 269.511 -2161.28 88.2722 -47.6642 -1851.1611 53.861 53.861
18 1 -6.7737136 0.0 -43.2708 7.54983 -40.1548 268.591 -2156.0 270.872 -2166.61 0.0 270.872 -2166.61 88.1127 -43.2708 -1850.8962 54.9875 54.9875
18 2 -6.815549 0.0 -42.1599 7.4954 -40.1292 268.591 -2156.0 269.462 -2166.89 0.0 269.462 -2166.89 88.7282 -42.1599 -1850.8595 52.7917 52.7917
18 3 -6.940742 0.0 -47.1354 7.53126 -40.211 268.591 -2156.0 269.429 -2161.22 0.0 269.429 -2161.22 88.3144 -47.1354 -1850.612 53.9225 53.9225
18 4 -6.848617 0.0 -45.8499 7.54241 -40.4142 268.591 -2156.0 269.851 -2162.54 0.0 269.851 -2162.54 88.1216 -45.8499 -1850.4172 54.3468 54.3468
18 5 -6.83383 0.0 -44.6353 7.54612 -40.4895 268.591 -2156.0 269.841 -2164.23 0.0 269.841 -2164.23 89.2111 -44.6353 -1849.8132 55.7781 55.7781
18 6 -6.888006 0.0 -46.5233 7.50067 -40.1275 268.591 -2156.0 269.249 -2160.99 0.0 269.249 -2160.99 88.6846 -46.5233 -1849.5796 54.2369 54.2369
18 7 -6.6399355 0.0 -45.6128 7.54023 -40.1475 268.591 -2156.0 270.334 -2159.98 0.0 270.334 -2159.98 88.4557 -45.6128 -1846.803 57.5876 57.5876
19 0 -7.0239267 0.0 -46.1636 7.66327 -41.173 268.591 -2156.0 268.032 -2162.68 0.0 268.032 -2162.68 89.7075 -46.1636 -1851.104 49.9418 49.9418
19 1 -7.0239267 0.0 -46.1636 7.66327 -41.173 268.591 -2156.0 268.032 -2162.68 0.0 268.032 -2162.68 89.7075 -46.1636 -1851.104 49.9418 49.9418
19 2 -6.9915986 0.0 -45.7218 7.66274 -41.208 268.591 -2156.0 267.98 -2162.79 0.0 267.98 -2162.79 89.8468 -45.7218 -1850.685 49.8946 49.8946
19 3 -6.9915986 0.0 -45.7218 7.66274 -41.208 268.591 -2156.0 267.98 -2162.79 0.0 267.98 -2162.79 89.8468 -45.7218 -1850.685 49.8946 49.8946
19 4 -6.9414463 0.0 -44.9247 7.67469 -41.1256 268.591 -2156.0 267.953 -2163.06 0.0 267.953 -2163.06 89.7817 -44.9247 -1850.2501 49.9203 49.9203
19 5 -6.861161 0.0 -44.1926 7.61142 -40.9624 268.591 -2156.0 268.17 -2163.15 0.0 268.17 -2163.15 89.4045 -44.1926 -1849.768 49.9884 49.9884
19 6 -6.863277 0.0 -44.1208 7.62031 -40.9887 268.591 -2156.0 268.126 -2163.24 0.0 268.126 -2163.24 89.4966 -44.1208 -1849.7383 49.9593 49.9593
19 7 -6.8366137 0.0 -43.7879 7.6194 -40.9692 268.591 -2156.0 268.132 -2163.31 0.0 268.132 -2163.31 89.5214 -43.7879 -1849.4447 49.9932 49.9932
20 0 -7.246897 0.0 -50.3338 7.71157 -40.7546 268.591 -2156.0 268.961 -2160.82 0.0 268.961 -2160.82 91.2034 -50.3338 -1850.9895 49.7523 49.7523
20 1 -7.246897 0.0 -50.3338 7.71157 -40.7546 268.591 -2156.0 268.961 -2160.82 0.0 268.961 -2160.82 91.2034 -50.3338 -1850.9895 49.7523 49.7523
20 2 -7.2509193 0.0 -50.5144 7.71454 -40.7883 268.591 -2156.0 268.925 -2160.58 0.0 268.925 -2160.58 91.288 -50.5144 -1850.8813 49.7394 49.7394
20 3 -7.2509193 0.0 -50.5144 7.71454 -40.7883 268.591 -2156.0 268.925 -2160.58 0.0 268.925 -2160.58 91.288 -50.5144 -1850.8813 49.7394 49.7394
20 4 -7.266554 0.0 -50.7567 7.71781 -40.8193 268.591 -2156.0 268.914 -2160.47 0.0 268.914 -2160.47 91.5307 -50.7567 -1850.782 49.747 49.747
20 5 -7.266554 0.0 -50.7567 7.71781 -40.8193 268.591 -2156.0 268.914 -2160.47 0.0 268.914 -2160.47 91.5307 -50.7567 -1850.782 49.747 49.747
20 6 -7.266554 0.0 -50.7567 7.71781 -40.8193 268.591 -2156.0 268.914 -2160.47 0.0 268.914 -2160.47 91.5307 -50.7567 -1850.782 49.747 49.747
20 7 -7.266554 0.0 -50.7567 7.71781 -40.8193 268.591 -2156.0 268.914 -2160.47 0.0 268.914 -2160.47 91.5307 -50.7567 -1850.782 49.747 49.747
21 0 -6.8774858 0.0 -39.9274 7.6784 -40.9642 268.591 -2156.0 266.871 -2167.9 0.0 266.871 -2167.9 90.1526 -39.9274 -1850.8038 44.3295 44.3295
21 1 -6.8774858 0.0 -39.9274 7.6784 -40.9642 268.591 -2156.0 266.871 -2167.9 0.0 266.871 -2167.9 90.1526 -39.9274 -1850.8038 44.3295 44.3295
21 2 -6.8844457 0.0 -40.4005 7.65354 -40.9871 268.591 -2156.0 266.791 -2167.22 0.0 266.791 -2167.22 90.2477 -40.4005 -1850.5818 44.2717 44.2717
21 3 -6.8844457 0.0 -40.4005 7.65354 -40.9871 268.591 -2156.0 266.791 -2167.22 0.0 266.791 -2167.22 90.2477 -40.4005 -1850.5818 44.2717 44.2717
21 4 -6.8844457 0.0 -40.4005 7.65354 -40.9871 268.591 -2156.0 266.791 -2167.22 0.0 266.791 -2167.22 90.2477 -40.4005 -1850.5818 44.2717 44.2717
21 5 -6.8844457 0.0 -40.4005 7.65354 -40.9871 268.591 -2156.0 266.791 -2167.22 0.0 266.791 -2167.22 90.2477 -40.4005 -1850.5818 44.2717 44.2717
21 6 -6.888853 0.0 -40.4736 7.64364 -40.9998 268.591 -2156.0 266.767 -2167.17 0.0 266.767 -2167.17 90.3387 -40.4736 -1850.538 44.2974 44.2974
21 7 -6.888853 0.0 -40.4736 7.64364 -40.9998 268.591 -2156.0 266.767 -2167.17 0.0 266.767 -2167.17 90.3387 -40.4736 -1850.538 44.2974 44.2974
22 0 -6.7008786 0.0 -39.0596 7.7057 -40.609 268.591 -2156.0 269.117 -2169.43 0.0 269.117 -2169.43 89.0896 -39.0596 -1850.283 55.1305 55.1305
22 1 -6.699474 0.0 -39.0212 7.70909 -40.6371 268.591 -2156.0 269.124 -2169.5 0.0 269.124 -2169.5 89.1555 -39.0212 -1850.2417 55.1983 55.1983
22 2 -6.764618 0.0 -40.3259 7.73058 -40.6421 268.591 -2156.0 269.079 -2168.45 0.0 269.079 -2168.45 89.512 -40.3259 -1850.1849 54.9937 54.9937
22 3 -6.953329 0.0 -47.6193 7.64456 -40.4548 268.591 -2156.0 269.082 -2160.21 0.0 269.082 -2160.21 88.7481 -47.6193 -1849.999 53.7024 53.7024
22 4 -6.8507338 0.0 -46.2415 7.61936 -40.3097 268.591 -2156.0 269.142 -2160.65 0.0 269.142 -2160.65 88.1301 -46.2415 -1849.6193 54.1323 54.1323
22 5 -6.8507338 0.0 -46.2415 7.61936 -40.3097 268.591 -2156.0 269.142 -2160.65 0.0 269.142 -2160.65 88.1301 -46.2415 -1849.6193 54.1323 54.1323
22 6 -6.785812 0.0 -46.0546 7.59384 -40.2548 268.591 -2156.0 269.121 -2159.83 0.0 269.121 -2159.83 88.0342 -46.0546 -1848.7296 54.5803 54.5803
22 7 -6.785812 0.0 -46.0546 7.59384 -40.2548 268.591 -2156.0 269.121 -2159.83 0.0 269.121 -2159.83 88.0342 -46.0546 -1848.7296 54.5803 54.5803
23 0 -7.577594 0.0 -57.8632 7.7431 -41.2952 268.591 -2156.0 267.184 -2152.33 0.0 267.184 -2152.33 92.9387 -57.8632 -1850.0707 40.828 40.828
23 1 -7.480961 0.0 -55.8497 7.73481 -40.7819 268.591 -2156.0 267.085 -2153.21 0.0 267.085 -2153.21 92.9623 -55.8497 -1849.0125 42.4906 42.4906
23 2 -7.513931 0.0 -54.624 7.69775 -42.5714 268.591 -2156.0 267.376 -2157.94 0.0 267.376 -2157.94 97.9703 -54.624 -1847.2178 43.2324 43.2324
23 3 -7.5132904 0.0 -54.6154 7.6969 -42.5742 268.591 -2156.0 267.378 -2157.95 0.0 267.378 -2157.95 97.9886 -54.6154 -1847.1987 43.2333 43.2333
23 4 -7.509455 0.0 -54.5124 7.69322 -42.5735 268.591 -2156.0 267.39 -2158.07 0.0 267.39 -2158.07 98.0419 -54.5124 -1847.1505 43.2513 43.2513
23 5 -7.511916 0.0 -54.5569 7.69671 -42.6237 268.591 -2156.0 267.386 -2158.08 0.0 267.386 -2158.08 98.2714 -54.5569 -1846.9795 43.3939 43.3939
23 6 -7.464413 0.0 -53.6912 7.67847 -42.4096 268.591 -2156.0 267.382 -2158.45 0.0 267.382 -2158.45 98.0838 -53.6912 -1846.6754 43.549 43.549
23 7 -7.4533753 0.0 -53.8395 7.69387 -42.4801 268.591 -2156.0 267.371 -2158.07 0.0 267.371 -2158.07 98.1745 -53.8395 -1846.3641 43.6315 43.6315
24 0 -7.026518 0.0 -48.8131 7.66882 -40.2394 268.591 -2156.0 268.249 -2158.02 0.0 268.249 -2158.02 88.6323 -48.8131 -1849.9519 49.3611 49.3611
24 1 -7.04473 0.0 -49.5119 7.65302 -40.1085 268.591 -2156.0 268.106 -2156.91 0.0 268.106 -2156.91 88.5928 -49.5119 -1849.7231 48.3382 48.3382
24 2 -7.04473 0.0 -49.5119 7.65302 -40.1085 268.591 -2156.0 268.106 -2156.91 0.0 268.106 -2156.91 88.5928 -49.5119 -1849.7231 48.3382 48.3382
24 3 -7.04473 0.0 -49.5119 7.65302 -40.1085 268.591 -2156.0 268.106 -2156.91 0.0 268.106 -2156.91 88.5928 -49.5119 -1849.7231 48.3382 48.3382
24 4 -7.04473 0.0 -49.5119 7.65302 -40.1085 268.591 -2156.0 268.106 -2156.91 0.0 268.106 -2156.91 88.5928 -49.5119 -1849.7231 48.3382 48.3382
24 5 -7.049748 0.0 -49.6674 7.64933 -40.0983 268.591 -2156.0 268.082 -2156.71 0.0 268.082 -2156.71 88.606 -49.6674 -1849.6892 48.2753 48.2753
24 6 -7.049748 0.0 -49.6674 7.64933 -40.0983 268.591 -2156.0 268.082 -2156.71 0.0 268.082 -2156.71 88.606 -49.6674 -1849.6892 48.2753 48.2753
24 7 -7.049748 0.0 -49.6674 7.64933 -40.0983 268.591 -2156.0 268.082 -2156.71 0.0 268.082 -2156.71 88.606 -49.6674 -1849.6892 48.2753 48.2753
25 0 -7.0555544 0.0 -43.4657 7.87438 -42.0153 268.591 -2156.0 267.532 -2167.11 0.0 267.532 -2167.11 93.2003 -43.4657 -1849.8435 49.888 49.888
25 1 -7.047612 0.0 -43.3957 7.88018 -42.0229 268.591 -2156.0 267.508 -2167.05 0.0 267.508 -2167.05 93.1447 -43.3957 -1849.793 49.8745 49.8745
25 2 -7.0650773 0.0 -43.5929 7.89033 -42.0635 268.591 -2156.0 267.498 -2167.04 0.0 267.498 -2167.04 93.351 -43.5929 -1849.7839 49.9014 49.9014
25 3 -6.8207607 0.0 -42.5314 7.76071 -41.2045 268.591 -2156.0 267.569 -2164.14 0.0 267.569 -2164.14 92.3392 -42.5314 -1846.7631 49.3874 49.3874
25 4 -7.1385207 0.0 -46.2884 7.76568 -42.5965 268.591 -2156.0 267.505 -2164.81 0.0 267.505 -2164.81 101.93 -46.2884 -1841.6635 55.6152 55.6152
25 5 -7.1470027 0.0 -46.4499 7.75309 -42.6335 268.591 -2156.0 267.495 -2164.74 0.0 267.495 -2164.74 102.071 -46.4499 -1841.6239 55.6237 55.6237
26 0 -7.3744164 0.0 -54.5383 7.69381 -41.2331 268.591 -2156.0 267.945 -2155.34 0.0 267.945 -2155.34 92.1315 -54.5383 -1849.8018 51.0259 51.0259
26 1 -7.396642 0.0 -55.9108 7.71253 -41.9565 268.591 -2156.0 267.721 -2153.93 0.0 267.721 -2153.93 93.0335 -55.9108 -1849.0862 52.0641 52.0641
26 2 -7.3402042 0.0 -55.3865 7.63994 -41.8934 268.591 -2156.0 267.367 -2153.32 0.0 267.367 -2153.32 94.0469 -55.3865 -1847.2927 53.0763 53.0763
27 0 -6.6419854 0.0 -31.1441 7.60036 -40.638 268.591 -2156.0 268.247 -2179.55 0.0 268.247 -2179.55 92.8328 -31.1441 -1849.6143 52.6449 52.6449
27 1 -6.487864 0.0 -27.4244 7.64561 -40.8403 268.591 -2156.0 268.238 -2182.9 0.0 268.238 -2182.9 92.5578 -27.4244 -1849.5286 52.48 52.48
27 2 -6.487864 0.0 -27.4244 7.64561 -40.8403 268.591 -2156.0 268.238 -2182.9 0.0 268.238 -2182.9 92.5578 -27.4244 -1849.5286 52.48 52.48
27 3 -6.487864 0.0 -27.4244 7.64561 -40.8403 268.591 -2156.0 268.238 -2182.9 0.0 268.238 -2182.9 92.5578 -27.4244 -1849.5286 52.48 52.48
27 4 -6.487864 0.0 -27.4244 7.64561 -40.8403 268.591 -2156.0 268.238 -2182.9 0.0 268.238 -2182.9 92.5578 -27.4244 -1849.5286 52.48 52.48
27 5 -6.431803 0.0 -26.2291 7.64892 -40.8837 268.591 -2156.0 268.251 -2183.89 0.0 268.251 -2183.89 92.3567 -26.2291 -1849.5112 52.5182 52.5182
27 6 -6.431803 0.0 -26.2291 7.64892 -40.8837 268.591 -2156.0 268.251 -2183.89 0.0 268.251 -2183.89 92.3567 -26.2291 -1849.5112 52.5182 52.5182
27 7 -6.431803 0.0 -26.2291 7.64892 -40.8837 268.591 -2156.0 268.251 -2183.89 0.0 268.251 -2183.89 92.3567 -26.2291 -1849.5112 52.5182 52.5182
28 0 -6.7618127 0.0 -35.3953 7.73653 -40.9605 268.591 -2156.0 268.526 -2175.48 0.0 268.526 -2175.48 92.7976 -35.3953 -1849.5516 53.9911 53.9911
28 1 -6.7637672 0.0 -35.404 7.73641 -40.9634 268.591 -2156.0 268.525 -2175.5 0.0 268.525 -2175.5 92.829 -35.404 -1849.5499 53.9917 53.9917
28 2 -6.7637672 0.0 -35.404 7.73641 -40.9634 268.591 -2156.0 268.525 -2175.5 0.0 268.525 -2175.5 92.829 -35.404 -1849.5499 53.9917 53.9917
28 3 -6.7507734 0.0 -35.2599 7.73491 -40.9136 268.591 -2156.0 268.536 -2175.48 0.0 268.536 -2175.48 92.721 -35.2599 -1849.4828 54.0189 54.0189
28 4 -6.7507734 0.0 -35.2599 7.73491 -40.9136 268.591 -2156.0 268.536 -2175.48 0.0 268.536 -2175.48 92.721 -35.2599 -1849.4828 54.0189 54.0189
28 5 -6.7714753 0.0 -36.5989 7.71749 -40.9097 268.591 -2156.0 268.548 -2173.79 0.0 268.548 -2173.79 92.7882 -36.5989 -1849.0529 54.1552 54.1552
28 6 -6.7301145 0.0 -37.7508 7.69934 -40.7879 268.591 -2156.0 268.561 -2171.26 0.0 268.561 -2171.26 92.2567 -37.7508 -1848.1931 54.5662 54.5662
28 7 -6.7301145 0.0 -37.7508 7.69934 -40.7879 268.591 -2156.0 268.561 -2171.26 0.0 268.561 -2171.26 92.2567 -37.7508 -1848.1931 54.5662 54.5662
29 0 -6.897826 0.0 -44.9905 7.58832 -40.6766 268.591 -2156.0 267.293 -2160.91 0.0 267.293 -2160.91 89.2271 -44.9905 -1849.3804 51.4276 51.4276
29 1 -6.897826 0.0 -44.9905 7.58832 -40.6766 268.591 -2156.0 267.293 -2160.91 0.0 267.293 -2160.91 89.2271 -44.9905 -1849.3804 51.4276 51.4276
29 2 -6.8823767 0.0 -44.3934 7.58716 -40.671 268.591 -2156.0 267.224 -2161.47 0.0 267.224 -2161.47 89.3155 -44.3934 -1849.3239 51.4862 51.4862
29 3 -6.8823767 0.0 -44.3934 7.58716 -40.671 268.591 -2156.0 267.224 -2161.47 0.0 267.224 -2161.47 89.3155 -44.3934 -1849.3239 51.4862 51.4862
29 4 -6.8709393 0.0 -43.8781 7.59915 -40.6903 268.591 -2156.0 267.172 -2162.0 0.0 267.172 -2162.0 89.4035 -43.8781 -1849.3026 51.5318 51.5318
29 5 -6.8709393 0.0 -43.8781 7.59915 -40.6903 268.591 -2156.0 267.172 -2162.0 0.0 267.172 -2162.0 89.4035 -43.8781 -1849.3026 51.5318 51.5318
29 6 -6.8709393 0.0 -43.8781 7.59915 -40.6903 268.591 -2156.0 267.172 -2162.0 0.0 267.172 -2162.0 89.4035 -43.8781 -1849.3026 51.5318 51.5318
29 7 -6.8709393 0.0 -43.8781 7.59915 -40.6903 268.591 -2156.0 267.172 -2162.0 0.0 267.172 -2162.0 89.4035 -43.8781 -1849.3026 51.5318 51.5318
30 0 -6.823491 0.0 -43.3297 7.51675 -40.2075 268.591 -2156.0 268.733 -2164.13 0.0 268.733 -2164.13 89.6037 -43.3297 -1849.1229 54.8177 54.8177
30 1 -6.823491 0.0 -43.3297 7.51675 -40.2075 268.591 -2156.0 268.733 -2164.13 0.0 268.733 -2164.13 89.6037 -43.3297 -1849.1229 54.8177 54.8177
30 2 -6.823491 0.0 -43.3297 7.51675 -40.2075 268.591 -2156.0 268.733 -2164.13 0.0 268.733 -2164.13 89.6037 -43.3297 -1849.1229 54.8177 54.8177
30 3 -6.823491 0.0 -43.3297 7.51675 -40.2075 268.591 -2156.0 268.733 -2164.13 0.0 268.733 -2164.13 89.6037 -43.3297 -1849.1229 54.8177 54.8177
30 4 -6.8391724 0.0 -43.6707 7.52016 -40.2065 268.591 -2156.0 268.77 -2163.91 0.0 268.77 -2163.91 89.6905 -43.6707 -1849.1201 54.8342 54.8342
30 5 -6.8391724 0.0 -43.6707 7.52016 -40.2065 268.591 -2156.0 268.77 -2163.91 0.0 268.77 -2163.91 89.6905 -43.6707 -1849.1201 54.8342 54.8342
30 6 -6.8116727 0.0 -43.2637 7.52248 -40.1663 268.591 -2156.0 268.818 -2164.12 0.0 268.818 -2164.12 89.6032 -43.2637 -1848.9625 54.8387 54.8387
30 7 -6.8116727 0.0 -43.2637 7.52248 -40.1663 268.591 -2156.0 268.818 -2164.12 0.0 268.818 -2164.12 89.6032 -43.2637 -1848.9625 54.8387 54.8387
31 0 -6.797911 0.0 -45.4482 7.59552 -40.3604 268.591 -2156.0 268.43 -2160.0 0.0 268.43 -2160.0 88.1726 -45.4482 -1848.8457 47.3194 47.3194
31 1 -6.797911 0.0 -45.4482 7.59552 -40.3604 268.591 -2156.0 268.43 -2160.0 0.0 268.43 -2160.0 88.1726 -45.4482 -1848.8457 47.3194 47.3194
31 2 -6.797911 0.0 -45.4482 7.59552 -40.3604 268.591 -2156.0 268.43 -2160.0 0.0 268.43 -2160.0 88.1726 -45.4482 -1848.8457 47.3194 47.3194
31 3 -6.7744546 0.0 -45.1823 7.60225 -40.3114 268.591 -2156.0 268.444 -2159.99 0.0 268.444 -2159.99 88.1689 -45.1823 -1848.5594 47.3261 47.3261
31 4 -6.7744546 0.0 -45.1823 7.60225 -40.3114 268.591 -2156.0 268.444 -2159.99 0.0 268.444 -2159.99 88.1689 -45.1823 -1848.5594 47.3261 47.3261
31 5 -6.773288 0.0 -45.3053 7.59489 -40.3479 268.591 -2156.0 268.419 -2159.79 0.0 268.419 -2159.79 88.17 -45.3053 -1848.5063 47.2406 47.2406
31 6 -6.773288 0.0 -45.3053 7.59489 -40.3479 268.591 -2156.0 268.419 -2159.79 0.0 268.419 -2159.79 88.17 -45.3053 -1848.5063 47.2406 47.2406
31 7 -6.773288 0.0 -45.3053 7.59489 -40.3479 268.591 -2156.0 268.419 -2159.79 0.0 268.419 -2159.79 88.17 -45.3053 -1848.5063 47.2406 47.2406
32 0 -6.750338 0.0 -43.9126 7.63741 -40.6962 268.591 -2156.0 268.464 -2161.92 0.0 268.464 -2161.92 89.0319 -43.9126 -1848.3365 50.5263 50.5263
32 1 -6.738768 0.0 -43.5142 7.62356 -40.6642 268.591 -2156.0 268.486 -2162.37 0.0 268.486 -2162.37 89.104 -43.5142 -1848.2943 50.6436 50.6436
