Cluster,ClusterRank,deltaG,deltaGelec,deltaGvdw,deltaGligsolvnonpol,deltaGligsolvpol,deltaGprotsolvnonpol,deltaGprotsolvpol,deltaGcompsolvnonpol,deltaGcompsolvpol,extraFull,surfFull,solvFull,IntraFull,InterFull,FullFitness,SimpleFitness,Energy
22,7,-5.9144664,0.0,-18.1767,7.95867,-48.6384,261.519,-2098.48,263.353,-2141.0,0.0,263.353,-2141.0,-9.3371,-18.1767,-1905.1609,8.46656,8.46656
23,0,-5.9573965,0.0,-20.1739,7.96885,-47.9605,261.519,-2098.48,261.787,-2135.5,0.0,261.787,-2135.5,-11.3964,-20.1739,-1905.2833,7.99141,7.99141
24,0,-7.1189218,0.0,-54.5989,8.00488,-47.8898,261.519,-2098.48,261.444,-2100.61,0.0,261.444,-2100.61,-11.3708,-54.5989,-1905.1359,-0.00202012,-0.00202012
24,1,-7.1178894,0.0,-54.6663,7.99417,-47.9082,261.519,-2098.48,261.422,-2100.49,0.0,261.422,-2100.49,-11.2318,-54.6663,-1904.9662,-0.001600759,-0.001600759
24,2,-7.100527,0.0,-54.4296,7.99958,-47.9279,261.519,-2098.48,261.452,-2100.63,0.0,261.452,-2100.63,-11.345,-54.4296,-1904.9525,-0.006615771,-0.006615771
24,3,-7.3138328,0.0,-62.0582,8.01961,-47.9282,261.519,-2098.48,261.392,-2092.2,0.0,261.392,-2092.2,-11.5861,-62.0582,-1904.4523,-0.237741,-0.237741
24,4,-7.3138328,0.0,-62.0582,8.01961,-47.9282,261.519,-2098.48,261.392,-2092.2,0.0,261.392,-2092.2,-11.5861,-62.0582,-1904.4523,-0.237741,-0.237741
24,5,-7.332553,0.0,-62.6181,8.02522,-47.9941,261.519,-2098.48,261.4,-2091.71,0.0,261.4,-2091.71,-11.4828,-62.6181,-1904.4108,-0.291644,-0.291644
24,6,-7.280979,0.0,-62.6416,8.0033,-48.0593,261.519,-2098.48,261.387,-2090.91,0.0,261.387,-2090.91,-11.1393,-62.6416,-1903.304,0.250748,0.250748
24,7,-7.280979,0.0,-62.6416,8.0033,-48.0593,261.519,-2098.48,261.387,-2090.91,0.0,261.387,-2090.91,-11.1393,-62.6416,-1903.304,0.250748,0.250748
25,0,-6.1618485,0.0,-25.4869,8.2126,-49.1943,261.519,-2098.48,261.816,-2131.53,0.0,261.816,-2131.53,-9.82273,-25.4869,-1905.0236,6.29356,6.29356
25,1,-6.134067,0.0,-25.0557,8.19726,-49.289,261.519,-2098.48,261.796,-2131.83,0.0,261.796,-2131.83,-9.8284,-25.0557,-1904.9181,6.21873,6.21873
25,2,-6.134067,0.0,-25.0557,8.19726,-49.289,261.519,-2098.48,261.796,-2131.83,0.0,261.796,-2131.83,-9.8284,-25.0557,-1904.9181,6.21873,6.21873
25,3,-6.134067,0.0,-25.0557,8.19726,-49.289,261.519,-2098.48,261.796,-2131.83,0.0,261.796,-2131.83,-9.8284,-25.0557,-1904.9181,6.21873,6.21873
25,4,-6.134067,0.0,-25.0557,8.19726,-49.289,261.519,-2098.48,261.796,-2131.83,0.0,261.796,-2131.83,-9.8284,-25.0557,-1904.9181,6.21873,6.21873
25,5,-6.134067,0.0,-25.0557,8.19726,-49.289,261.519,-2098.48,261.796,-2131.83,0.0,261.796,-2131.83,-9.8284,-25.0557,-1904.9181,6.21873,6.21873
25,6,-6.1251636,0.0,-24.999,8.20726,-49.2454,261.519,-2098.48,261.768,-2131.67,0.0,261.768,-2131.67,-9.8279,-24.999,-1904.7288,6.4322,6.4322
25,7,-6.1251636,0.0,-24.999,8.20726,-49.2454,261.519,-2098.48,261.768,-2131.67,0.0,261.768,-2131.67,-9.8279,-24.999,-1904.7288,6.4322,6.4322
26,0,-6.49692,0.0,-27.1044,8.12696,-48.6532,261.519,-2098.48,261.398,-2133.45,0.0,261.398,-2133.45,-5.55256,-27.1044,-1904.709,5.01064,5.01064
26,1,-6.49692,0.0,-27.1044,8.12696,-48.6532,261.519,-2098.48,261.398,-2133.45,0.0,261.398,-2133.45,-5.55256,-27.1044,-1904.709,5.01064,5.01064
26,2,-6.449108,0.0,-26.9844,8.12277,-48.6419,261.519,-2098.48,261.392,-2132.84,0.0,261.392,-2132.84,-6.22254,-26.9844,-1904.6552,4.76831,4.76831
26,3,-6.449108,0.0,-26.9844,8.12277,-48.6419,261.519,-2098.48,261.392,-2132.84,0.0,261.392,-2132.84,-6.22254,-26.9844,-1904.6552,4.76831,4.76831
26,4,-6.576383,0.0,-29.7028,8.1327,-48.7676,261.519,-2098.48,261.238,-2130.59,0.0,261.238,-2130.59,-4.16744,-29.7028,-1903.2224,4.608,4.608
26,5,-6.576383,0.0,-29.7028,8.1327,-48.7676,261.519,-2098.48,261.238,-2130.59,0.0,261.238,-2130.59,-4.16744,-29.7028,-1903.2224,4.608,4.608
26,6,-6.576383,0.0,-29.7028,8.1327,-48.7676,261.519,-2098.48,261.238,-2130.59,0.0,261.238,-2130.59,-4.16744,-29.7028,-1903.2224,4.608,4.608
26,7,-6.576383,0.0,-29.7028,8.1327,-48.7676,261.519,-2098.48,261.238,-2130.59,0.0,261.238,-2130.59,-4.16744,-29.7028,-1903.2224,4.608,4.608
27,0,-5.7976027,0.0,-15.7245,8.21206,-49.4517,261.519,-2098.48,262.685,-2142.27,0.0,262.685,-2142.27,-9.32916,-15.7245,-1904.6387,10.4757,10.4757
28,0,-6.747743,0.0,-39.7724,8.11904,-49.7237,261.519,-2098.48,260.952,-2118.36,0.0,260.952,-2118.36,-7.19891,-39.7724,-1904.3793,-1.2834,-1.2834
28,1,-6.725115,0.0,-40.4223,8.08776,-49.6639,261.519,-2098.48,260.684,-2116.56,0.0,260.684,-2116.56,-6.70806,-40.4223,-1903.0065,-1.901,-1.901
28,2,-6.6565256,0.0,-39.4685,8.09458,-49.622,261.519,-2098.48,260.709,-2116.9,0.0,260.709,-2116.9,-7.07519,-39.4685,-1902.7346,-1.85421,-1.85421
28,3,-6.4030476,0.0,-35.166,8.2664,-49.5438,261.519,-2098.48,261.081,-2119.64,0.0,261.081,-2119.64,-2.13639,-35.166,-1895.8613,4.58192,4.58192
28,4,-6.405299,0.0,-35.253,8.26751,-49.5587,261.519,-2098.48,261.084,-2119.56,0.0,261.084,-2119.56,-2.11025,-35.253,-1895.8394,4.5569,4.5569
28,5,-6.4525733,0.0,-36.3338,8.24082,-49.472,261.519,-2098.48,261.067,-2118.59,0.0,261.067,-2118.59,-1.44725,-36.3338,-1895.3041,5.02983,5.02983
28,6,-6.4525733,0.0,-36.3338,8.24082,-49.472,261.519,-2098.48,261.067,-2118.59,0.0,261.067,-2118.59,-1.44725,-36.3338,-1895.3041,5.02983,5.02983
28,7,-6.4525733,0.0,-36.3338,8.24082,-49.472,261.519,-2098.48,261.067,-2118.59,0.0,261.067,-2118.59,-1.44725,-36.3338,-1895.3041,5.02983,5.02983
29,0,-5.673028,0.0,-13.0771,8.02139,-48.5543,261.519,-2098.48,261.615,-2142.07,0.0,261.615,-2142.07,-10.2171,-13.0771,-1903.7493,9.08568,9.08568
29,1,-5.673028,0.0,-13.0771,8.02139,-48.5543,261.519,-2098.48,261.615,-2142.07,0.0,261.615,-2142.07,-10.2171,-13.0771,-1903.7493,9.08568,9.08568
29,2,-5.673028,0.0,-13.0771,8.02139,-48.5543,261.519,-2098.48,261.615,-2142.07,0.0,261.615,-2142.07,-10.2171,-13.0771,-1903.7493,9.08568,9.08568
29,3,-5.673028,0.0,-13.0771,8.02139,-48.5543,261.519,-2098.48,261.615,-2142.07,0.0,261.615,-2142.07,-10.2171,-13.0771,-1903.7493,9.08568,9.08568
29,4,-5.666105,0.0,-12.9986,8.02345,-48.5678,261.519,-2098.48,261.603,-2142.07,0.0,261.603,-2142.07,-10.2807,-12.9986,-1903.7463,9.0624,9.0624
29,5,-5.6660547,0.0,-13.0477,8.01859,-48.5854,261.519,-2098.48,261.604,-2142.02,0.0,261.604,-2142.02,-10.2237,-13.0477,-1903.6875,9.08495,9.08495
29,6,-5.6660547,0.0,-13.0477,8.01859,-48.5854,261.519,-2098.48,261.604,-2142.02,0.0,261.604,-2142.02,-10.2237,-13.0477,-1903.6875,9.08495,9.08495
29,7,-5.6660547,0.0,-13.0477,8.01859,-48.5854,261.519,-2098.48,261.604,-2142.02,0.0,261.604,-2142.02,-10.2237,-13.0477,-1903.6875,9.08495,9.08495
30,0,-6.0460787,0.0,-25.4543,8.02926,-48.7565,261.519,-2098.48,262.182,-2130.1,0.0,262.182,-2130.1,-10.2912,-25.4543,-1903.6637,4.69119,4.69119
30,1,-6.4629035,0.0,-36.9703,8.10197,-49.6798,261.519,-2098.48,261.955,-2119.57,0.0,261.955,-2119.57,-8.49522,-36.9703,-1903.0807,1.43359,1.43359
30,2,-6.4551115,0.0,-36.0575,8.09785,-49.6527,261.519,-2098.48,262.076,-2121.02,0.0,262.076,-2121.02,-8.03405,-36.0575,-1903.0356,2.31968,2.31968
30,3,-6.26824,0.0,-32.2793,8.05457,-49.844,261.519,-2098.48,262.118,-2124.13,0.0,262.118,-2124.13,-6.64059,-32.2793,-1900.9318,4.27488,4.27488
30,4,-6.305588,0.0,-32.9356,8.05138,-49.8619,261.519,-2098.48,262.119,-2123.75,0.0,262.119,-2123.75,-6.18103,-32.9356,-1900.7477,4.38028,4.38028
30,5,-6.2630734,0.0,-32.6716,8.04617,-49.8759,261.519,-2098.48,262.012,-2123.32,0.0,262.012,-2123.32,-6.10162,-32.6716,-1900.0813,4.70421,4.70421
30,6,-6.2568946,0.0,-32.5252,8.0481,-49.8796,261.519,-2098.48,262.008,-2123.44,0.0,262.008,-2123.44,-6.08301,-32.5252,-1900.04,4.74142,4.74142
30,7,-5.912738,0.0,-25.5877,8.05552,-47.1062,261.519,-2098.48,262.121,-2125.93,0.0,262.121,-2125.93,-10.2775,-25.5877,-1899.6742,3.48703,3.48703
31,0,-6.9864416,0.0,-47.4016,8.14651,-49.1564,261.519,-2098.48,261.264,-2110.34,0.0,261.264,-2110.34,-7.15911,-47.4016,-1903.6368,3.11965,3.11965
31,1,-6.9864416,0.0,-47.4016,8.14651,-49.1564,261.519,-2098.48,261.264,-2110.34,0.0,261.264,-2110.34,-7.15911,-47.4016,-1903.6368,3.11965,3.11965
31,2,-6.9864416,0.0,-47.4016,8.14651,-49.1564,261.519,-2098.48,261.264,-2110.34,0.0,261.264,-2110.34,-7.15911,-47.4016,-1903.6368,3.11965,3.11965
31,3,-6.9381137,0.0,-46.4223,8.14678,-49.148,261.519,-2098.48,261.28,-2111.08,0.0,261.28,-2111.08,-7.33295,-46.4223,-1903.5554,3.15077,3.15077
31,4,-6.9381137,0.0,-46.4223,8.14678,-49.148,261.519,-2098.48,261.28,-2111.08,0.0,261.28,-2111.08,-7.33295,-46.4223,-1903.5554,3.15077,3.15077
31,5,-6.9381137,0.0,-46.4223,8.14678,-49.148,261.519,-2098.48,261.28,-2111.08,0.0,261.28,-2111.08,-7.33295,-46.4223,-1903.5554,3.15077,3.15077
31,6,-6.846787,0.0,-44.8191,8.15193,-49.0836,261.519,-2098.48,261.323,-2112.06,0.0,261.323,-2112.06,-7.69241,-44.8191,-1903.2485,3.29539,3.29539
31,7,-6.846787,0.0,-44.8191,8.15193,-49.0836,261.519,-2098.48,261.323,-2112.06,0.0,261.323,-2112.06,-7.69241,-44.8191,-1903.2485,3.29539,3.29539
32,0,-6.011093,0.0,-24.7716,8.02753,-48.2352,261.519,-2098.48,261.48,-2128.98,0.0,261.48,-2128.98,-11.1322,-24.7716,-1903.4038,6.17094,6.17094
32,1,-6.011093,0.0,-24.7716,8.02753,-48.2352,261.519,-2098.48,261.48,-2128.98,0.0,261.48,-2128.98,-11.1322,-24.7716,-1903.4038,6.17094,6.17094
32,2,-5.973095,0.0,-24.1318,8.02689,-48.2643,261.519,-2098.48,261.423,-2129.29,0.0,261.423,-2129.29,-11.1616,-24.1318,-1903.1605,6.06732,6.06732
32,3,-5.973095,0.0,-24.1318,8.02689,-48.2643,261.519,-2098.48,261.423,-2129.29,0.0,261.423,-2129.29,-11.1616,-24.1318,-1903.1605,6.06732,6.06732
32,4,-5.973095,0.0,-24.1318,8.02689,-48.2643,261.519,-2098.48,261.423,-2129.29,0.0,261.423,-2129.29,-11.1616,-24.1318,-1903.1605,6.06732,6.06732
32,5,-5.9669023,0.0,-23.9683,8.0293,-48.2588,261.519,-2098.48,261.402,-2129.4,0.0,261.402,-2129.4,-11.101,-23.9683,-1903.0673,6.04534,6.04534
32,6,-5.9669023,0.0,-23.9683,8.0293,-48.2588,261.519,-2098.48,261.402,-2129.4,0.0,261.402,-2129.4,-11.101,-23.9683,-1903.0673,6.04534,6.04534
32,7,-5.9669023,0.0,-23.9683,8.0293,-48.2588,261.519,-2098.48,261.402,-2129.4,0.0,261.402,-2129.4,-11.101,-23.9683,-1903.0673,6.04534,6.04534
33,0,-8.619926,0.0,-94.3654,8.01219,-47.2894,261.519,-2098.48,260.043,-2060.89,0.0,260.043,-2060.89,-8.16692,-94.3654,-1903.3792,-6.85917,-6.85917
33,1,-8.619926,0.0,-94.3654,8.01219,-47.2894,261.519,-2098.48,260.043,-2060.89,0.0,260.043,-2060.89,-8.16692,-94.3654,-1903.3792,-6.85917,-6.85917
33,2,-8.619926,0.0,-94.3654,8.01219,-47.2894,261.519,-2098.48,260.043,-2060.89,0.0,260.043,-2060.89,-8.16692,-94.3654,-1903.3792,-6.85917,-6.85917
33,3,-8.59627,0.0,-93.862,8.00573,-47.2948,261.519,-2098.48,260.058,-2061.32,0.0,260.058,-2061.32,-8.12665,-93.862,-1903.2506,-6.86434,-6.86434
33,4,-8.59627,0.0,-93.862,8.00573,-47.2948,261.519,-2098.48,260.058,-2061.32,0.0,260.058,-2061.32,-8.12665,-93.862,-1903.2506,-6.86434,-6.86434
33,5,-8.59627,0.0,-93.862,8.00573,-47.2948,261.519,-2098.48,260.058,-2061.32,0.0,260.058,-2061.32,-8.12665,-93.862,-1903.2506,-6.86434,-6.86434
33,6,-8.59627,0.0,-93.862,8.00573,-47.2948,261.519,-2098.48,260.058,-2061.32,0.0,260.058,-2061.32,-8.12665,-93.862,-1903.2506,-6.86434,-6.86434
33,7,-8.58928,0.0,-93.6319,8.00389,-47.3004,261.519,-2098.48,260.071,-2061.59,0.0,260.071,-2061.59,-8.0941,-93.6319,-1903.2451,-6.85184,-6.85184
34,0,-6.520119,0.0,-26.6874,8.42608,-49.7041,261.519,-2098.48,259.197,-2131.66,0.0,259.197,-2131.66,-0.909804,-26.6874,-1900.06,5.42043,5.42043
34,1,-6.59102,0.0,-29.4142,8.49389,-51.0551,261.519,-2098.48,259.456,-2130.25,0.0,259.456,-2130.25,1.82058,-29.4142,-1898.3875,9.913,9.913
35,0,-6.8812776,0.0,-45.8094,8.50001,-49.8092,261.519,-2098.48,260.307,-2109.71,0.0,260.307,-2109.71,-1.07417,-45.8094,-1896.2865,9.68052,9.68052
36,0,-5.957192,0.0,-17.4004,8.54608,-48.9837,261.519,-2098.48,262.282,-2140.68,0.0,262.282,-2140.68,-0.204056,-17.4004,-1896.0024,15.066,15.066
37,0,-5.818493,0.0,-25.378,8.32182,-48.6389,261.519,-2098.48,261.406,-2124.73,0.0,261.406,-2124.73,-6.86487,-25.378,-1895.5669,9.89386,9.89386
37,1,-5.8708806,0.0,-25.8647,8.32934,-48.5386,261.519,-2098.48,261.366,-2124.66,0.0,261.366,-2124.66,-6.38171,-25.8647,-1895.5403,9.95596,9.95596
37,2,-5.8550963,0.0,-25.7271,8.32882,-48.5845,261.519,-2098.48,261.378,-2124.68,0.0,261.378,-2124.68,-6.50819,-25.7271,-1895.5374,9.92766,9.92766
38,0,-6.2304373,0.0,-31.4931,8.44556,-50.5566,261.519,-2098.48,259.973,-2121.52,0.0,259.973,-2121.52,1.70895,-31.4931,-1891.3312,9.85524,9.85524
39,0,-6.0749283,0.0,-31.4221,8.45351,-50.0696,261.519,-2098.48,260.258,-2119.03,0.0,260.258,-2119.03,0.192057,-31.4221,-1890.002,6.81041,6.81041
40,0,-5.453869,0.0,-13.1506,8.45103,-50.0865,261.519,-2098.48,260.597,-2137.67,0.0,260.597,-2137.67,0.51788,-13.1506,-1889.7058,13.6999,13.6999
41,0,-5.3006015,0.0,-13.4972,8.43736,-50.1211,261.519,-2098.48,263.207,-2138.72,0.0,263.207,-2138.72,0.734395,-13.4972,-1888.2756,19.3334,19.3334
